File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
DAYMET_004_tmin_doy2010270_aid0001,tmin,aid0001,2010-09-27,37363,3.1099999,15.4700003,"(3.1099999,15.4700003)",10.922492,1.6620088,2.7622731,12.0299997,15.4099998,10.8299999,6.3899999,9.7700005
DAYMET_004_tmin_doy2010271_aid0001,tmin,aid0001,2010-09-28,37363,4.0100002,18.3999996,"(4.0100002,18.3999996)",12.4972401,1.6598744,2.7551832,13.4949999,16.6900005,12.3999996,8.1700001,11.3599997
DAYMET_004_tmin_doy2010272_aid0001,tmin,aid0001,2010-09-29,37363,9.25,20.7900009,"(9.25,20.7900009)",15.5090399,1.8058636,3.2611434,17.1100006,20.7900009,15.04,10.0200005,14.2600002
DAYMET_004_tmin_doy2010273_aid0001,tmin,aid0001,2010-09-30,37363,9.0299997,19.6100006,"(9.0299997,19.6100006)",15.2950315,1.7593063,3.0951587,16.8099995,19.6100006,15.0100002,10.3100004,14.1999998
DAYMET_004_tmin_doy2010274_aid0001,tmin,aid0001,2010-10-01,37363,5.8000002,18.2299995,"(5.8000002,18.2299995)",14.7484846,1.4247644,2.0299536,15.8100004,18.2299995,14.6199999,11.54,14.1000004
DAYMET_004_tmin_doy2010275_aid0001,tmin,aid0001,2010-10-02,37363,0.74,11.0900002,"(0.74,11.0900002)",7.4676886,1.4990728,2.2472192,8.6400003,11.0900002,7.3200002,2.9200001,6.3499999
DAYMET_004_tmin_doy2010276_aid0001,tmin,aid0001,2010-10-03,37363,-1.49,9.3599997,"(-1.49,9.3599997)",2.8425233,1.9489714,3.7984895,3.9000001,7.7199998,2.46,-1.49,1.35
DAYMET_004_tmin_doy2010277_aid0001,tmin,aid0001,2010-10-04,37363,-3.55,13.3900003,"(-3.55,13.3900003)",5.6632891,2.121691,4.5015727,6.8600001,10.7600002,5.6199999,0.37,4.2600002
DAYMET_004_tmin_doy2010278_aid0001,tmin,aid0001,2010-10-05,37363,-0.05,13.1999998,"(-0.05,13.1999998)",9.1931124,1.6002907,2.5609302,10.1899996,12.9099998,9.4099998,5.6500001,8.3699999
DAYMET_004_tmin_doy2010279_aid0001,tmin,aid0001,2010-10-06,37363,3.5799999,13.5100002,"(3.5799999,13.5100002)",10.2808046,0.9763833,0.9533243,10.9099998,12.3800001,10.3500004,8.2700005,9.8500004
DAYMET_004_tmin_doy2010280_aid0001,tmin,aid0001,2010-10-07,37363,2.0799999,11.7600002,"(2.0799999,11.7600002)",8.4973335,0.7469026,0.5578636,8.7799997,9.54,8.5500002,7.5100002,8.2700005
DAYMET_004_tmin_doy2010281_aid0001,tmin,aid0001,2010-10-08,37363,-0.3,11.5900002,"(-0.3,11.5900002)",6.0579953,1.2663422,1.6036225,6.5300002,8.3400002,5.9400001,3.51,5.3200002
DAYMET_004_tmin_doy2010282_aid0001,tmin,aid0001,2010-10-09,37363,-2.9000001,10.1899996,"(-2.9000001,10.1899996)",5.1778378,1.3599255,1.8493974,5.6900001,7.52,4.9400001,2.6400001,4.4699998
DAYMET_004_tmin_doy2010283_aid0001,tmin,aid0001,2010-10-10,37363,-4.3899999,7.5999999,"(-4.3899999,7.5999999)",1.8626595,1.0734895,1.1523798,2.4200001,4.02,1.75,-0.25,1.35
DAYMET_004_tmin_doy2010284_aid0001,tmin,aid0001,2010-10-11,37363,-2.6900001,10.1300001,"(-2.6900001,10.1300001)",2.7624006,1.4851079,2.2055455,3.49,5.9299998,2.52,-0.58,1.86
DAYMET_004_tmin_doy2010285_aid0001,tmin,aid0001,2010-10-12,37363,-2.3900001,11.0900002,"(-2.3900001,11.0900002)",3.014842,1.916698,3.6737311,4.1900001,7.8499999,2.5599999,-1.9,1.75
DAYMET_004_tmin_doy2010286_aid0001,tmin,aid0001,2010-10-13,37363,-2.05,7.75,"(-2.05,7.75)",0.9806448,1.1867243,1.4083146,1.66,3.9300001,0.69,-2.05,0.14
DAYMET_004_tmin_doy2010287_aid0001,tmin,aid0001,2010-10-14,37363,-2.3099999,7.7199998,"(-2.3099999,7.7199998)",0.8215018,1.2907583,1.6660569,1.49,3.77,0.54,-2.3099999,-0.03
DAYMET_004_tmin_doy2010288_aid0001,tmin,aid0001,2010-10-15,37363,-3.9300001,8.6499996,"(-3.9300001,8.6499996)",3.208642,1.5435236,2.3824649,4.1599998,6.9899998,3.2,-0.56,2.27
DAYMET_004_tmin_doy2010289_aid0001,tmin,aid0001,2010-10-16,37363,-3.26,6.75,"(-3.26,6.75)",4.5759292,1.4031014,1.9686937,5.52,6.75,5.0599999,1.72,4.0
DAYMET_004_tmin_doy2010290_aid0001,tmin,aid0001,2010-10-17,37363,-3.4200001,7.5900002,"(-3.4200001,7.5900002)",2.8403435,1.0683053,1.1412761,3.6300001,5.5100002,2.73,0.06,2.2
DAYMET_004_tmin_doy2010291_aid0001,tmin,aid0001,2010-10-18,37363,-4.3699999,7.9299998,"(-4.3699999,7.9299998)",1.4041239,1.4296674,2.0439487,2.03,4.4099998,1.23,-1.9400001,0.44
DAYMET_004_tmin_doy2010292_aid0001,tmin,aid0001,2010-10-19,37363,-6.3699999,6.1900001,"(-6.3699999,6.1900001)",-0.9696177,1.7019159,2.8965176,0.33,4.0500002,-1.61,-5.9200001,-2.1700001
DAYMET_004_tmin_doy2010293_aid0001,tmin,aid0001,2010-10-20,37363,-3.76,7.0799999,"(-3.76,7.0799999)",-0.3132048,1.6351606,2.6737501,0.8,4.27,-0.82,-3.76,-1.52
DAYMET_004_tmin_doy2010294_aid0001,tmin,aid0001,2010-10-21,37363,-5.96,8.2799997,"(-5.96,8.2799997)",0.4483409,1.6234046,2.6354426,1.41,4.3000002,0.01,-3.4100001,-0.52
DAYMET_004_tmin_doy2010295_aid0001,tmin,aid0001,2010-10-22,37363,-8.1899996,5.1700001,"(-8.1899996,5.1700001)",0.2771296,1.2378979,1.5323911,1.04,2.98,0.26,-2.21,-0.26
DAYMET_004_tmin_doy2010296_aid0001,tmin,aid0001,2010-10-23,37363,-8.5299997,4.27,"(-8.5299997,4.27)",-0.6831394,1.1237297,1.2627685,-0.24,0.94,-0.66,-2.21,-1.03
DAYMET_004_tmin_doy2010297_aid0001,tmin,aid0001,2010-10-24,37363,-4.4099998,5.96,"(-4.4099998,5.96)",0.0041729,1.859367,3.4572457,1.33,5.1100001,-0.69,-4.4099998,-1.1900001
DAYMET_004_tmin_doy2010298_aid0001,tmin,aid0001,2010-10-25,37363,-3.9200001,10.5900002,"(-3.9200001,10.5900002)",3.4128401,2.2054596,4.864052,4.8299999,9.3699999,3.1600001,-2.71,1.8
DAYMET_004_tmin_doy2010299_aid0001,tmin,aid0001,2010-10-26,37363,-2.4100001,17.8799992,"(-2.4100001,17.8799992)",7.6815476,2.690506,7.2388224,9.0,13.6599998,7.27,1.23,5.8899999
DAYMET_004_tmin_doy2010300_aid0001,tmin,aid0001,2010-10-27,37363,3.0599999,17.7399998,"(3.0599999,17.7399998)",11.665164,2.9256957,8.5596951,14.0500002,17.7399998,11.3800001,3.0599999,9.3599997
DAYMET_004_tmin_doy2010301_aid0001,tmin,aid0001,2010-10-28,37363,0.06,15.9799995,"(0.06,15.9799995)",8.5834208,2.8471467,8.1062446,10.4700003,15.9799995,8.4399996,0.88,6.6300001
DAYMET_004_tmin_doy2010302_aid0001,tmin,aid0001,2010-10-29,37363,-5.2399998,7.8299999,"(-5.2399998,7.8299999)",3.3695283,1.2040668,1.4497767,3.9400001,5.6799998,3.23,1.04,2.78
DAYMET_004_tmin_doy2010303_aid0001,tmin,aid0001,2010-10-30,37363,-7.98,4.9499998,"(-7.98,4.9499998)",-0.1345224,1.2923263,1.6701073,0.7,3.04,-0.2,-3.3199999,-0.91
DAYMET_004_tmin_doy2010304_aid0001,tmin,aid0001,2010-10-31,37363,-7.0999999,4.3099999,"(-7.0999999,4.3099999)",0.4989819,1.05811,1.1195968,1.04,2.6700001,0.42,-1.6799999,-0.05
DAYMET_004_tmin_doy2010305_aid0001,tmin,aid0001,2010-11-01,37363,-8.8500004,3.1900001,"(-8.8500004,3.1900001)",-1.6222861,0.9857726,0.9717476,-1.0,0.69,-1.71,-3.8199999,-2.1300001
DAYMET_004_tmin_doy2010306_aid0001,tmin,aid0001,2010-11-02,37363,-7.73,1.88,"(-7.73,1.88)",-1.5259241,0.8837994,0.7811013,-1.0599999,0.3,-1.53,-3.3299999,-1.97
DAYMET_004_tmin_doy2010307_aid0001,tmin,aid0001,2010-11-03,37363,-10.7799997,0.96,"(-10.7799997,0.96)",-4.9619217,1.0115377,1.0232085,-4.3400002,-2.5899999,-4.9299998,-7.3600001,-5.5500002
DAYMET_004_tmin_doy2010308_aid0001,tmin,aid0001,2010-11-04,37363,-9.7799997,4.3400002,"(-9.7799997,4.3400002)",-3.6241953,1.5995526,2.5585686,-2.5999999,0.6,-3.8,-7.9499998,-4.7399998
DAYMET_004_tmin_doy2010309_aid0001,tmin,aid0001,2010-11-05,37363,-3.7,9.96,"(-3.7,9.96)",2.2141068,2.3935118,5.7288986,3.6400001,8.6599998,1.59,-3.7,0.29
DAYMET_004_tmin_doy2010310_aid0001,tmin,aid0001,2010-11-06,37363,-4.1199999,7.77,"(-4.1199999,7.77)",2.0403676,1.6665213,2.7772933,3.1099999,6.3499999,2.05,-2.3,0.94
DAYMET_004_tmin_doy2010311_aid0001,tmin,aid0001,2010-11-07,37363,-4.9699998,5.3400002,"(-4.9699998,5.3400002)",-0.1319249,1.7057595,2.9096156,1.41,5.3400002,-0.51,-4.9699998,-1.37
DAYMET_004_tmin_doy2010312_aid0001,tmin,aid0001,2010-11-08,37363,-6.0,4.0,"(-6.0,4.0)",0.5254678,1.1153146,1.2439267,1.2,3.29,0.69,-2.28,-0.195
DAYMET_004_tmin_doy2010313_aid0001,tmin,aid0001,2010-11-09,37363,-5.3200002,9.3199997,"(-5.3200002,9.3199997)",3.9893847,1.6726034,2.797602,4.9400001,7.6100001,4.29,0.5,3.1600001
DAYMET_004_tmin_doy2010314_aid0001,tmin,aid0001,2010-11-10,37363,-2.22,7.4400001,"(-2.22,7.4400001)",3.9548566,1.2851678,1.6516563,4.96,7.4400001,4.0500002,0.39,3.1300001
DAYMET_004_tmin_doy2010315_aid0001,tmin,aid0001,2010-11-11,37363,-5.8499999,6.5,"(-5.8499999,6.5)",0.0744555,1.8776402,3.5255329,1.26,5.0500002,0.21,-5.0,-1.27
DAYMET_004_tmin_doy2010316_aid0001,tmin,aid0001,2010-11-12,37363,-8.71,7.2399998,"(-8.71,7.2399998)",-1.3642848,2.272927,5.1661974,0.26,5.3699999,-1.65,-8.1499996,-3.1500001
DAYMET_004_tmin_doy2010317_aid0001,tmin,aid0001,2010-11-13,37363,-3.9200001,6.8699999,"(-3.9200001,6.8699999)",-1.7339941,1.34875,1.8191265,-1.0,1.5599999,-2.05,-3.9200001,-2.71
DAYMET_004_tmin_doy2010318_aid0001,tmin,aid0001,2010-11-14,37363,-3.3599999,7.9699998,"(-3.3599999,7.9699998)",-0.9603921,1.35128,1.8259576,-0.11,2.6099999,-1.23,-3.3599999,-2.0
DAYMET_004_tmin_doy2010319_aid0001,tmin,aid0001,2010-11-15,37363,-5.0500002,9.8500004,"(-5.0500002,9.8500004)",2.7412848,2.175123,4.73116,4.1900001,8.79,2.5999999,-3.46,1.12
DAYMET_004_tmin_doy2010320_aid0001,tmin,aid0001,2010-11-16,37363,-1.6,9.8500004,"(-1.6,9.8500004)",6.1338758,1.4891477,2.2175608,7.1199999,9.8500004,6.3400002,2.25,5.1700001
DAYMET_004_tmin_doy2010321_aid0001,tmin,aid0001,2010-11-17,37363,-2.28,9.79,"(-2.28,9.79)",6.8345728,1.526117,2.329033,7.9499998,9.79,7.0300002,2.8299999,5.9000001
DAYMET_004_tmin_doy2010322_aid0001,tmin,aid0001,2010-11-18,37363,-4.8200002,7.0599999,"(-4.8200002,7.0599999)",3.4194973,1.002017,1.0040381,4.0,5.5100002,3.4400001,1.48,2.99
DAYMET_004_tmin_doy2010323_aid0001,tmin,aid0001,2010-11-19,37363,-9.8400002,1.47,"(-9.8400002,1.47)",-2.8182075,0.9466244,0.8960978,-2.4100001,-1.13,-2.8399999,-4.5599999,-3.27
DAYMET_004_tmin_doy2010324_aid0001,tmin,aid0001,2010-11-20,37363,-12.1899996,0.35,"(-12.1899996,0.35)",-3.852607,1.2391237,1.5354275,-3.3199999,-1.96,-3.8099999,-5.5900002,-4.23
DAYMET_004_tmin_doy2010325_aid0001,tmin,aid0001,2010-11-21,37363,-12.0500002,0.57,"(-12.0500002,0.57)",-3.5882227,1.6627789,2.7648335,-2.1400001,0.57,-3.48,-8.5200005,-4.6999998
DAYMET_004_tmin_doy2010326_aid0001,tmin,aid0001,2010-11-22,37363,-10.9099998,1.47,"(-10.9099998,1.47)",-2.9903851,1.26828,1.6085342,-2.1199999,-0.17,-2.95,-6.52,-3.8800001
DAYMET_004_tmin_doy2010327_aid0001,tmin,aid0001,2010-11-23,37363,-6.9099998,12.04,"(-6.9099998,12.04)",2.2863386,2.8346043,8.0349813,4.6500001,11.5600004,1.77,-6.7399998,0.04
DAYMET_004_tmin_doy2010328_aid0001,tmin,aid0001,2010-11-24,37363,-10.1499996,4.9299998,"(-10.1499996,4.9299998)",0.334157,1.5809247,2.4993231,1.53,4.5999999,0.23,-3.5899999,-0.52
DAYMET_004_tmin_doy2010329_aid0001,tmin,aid0001,2010-11-25,37363,-11.0299997,0.59,"(-11.0299997,0.59)",-5.182363,1.6160455,2.611603,-4.23,-1.55,-5.1700001,-8.6999998,-6.02
DAYMET_004_tmin_doy2010330_aid0001,tmin,aid0001,2010-11-26,37363,-11.2299995,2.71,"(-11.2299995,2.71)",-3.5222483,1.4683509,2.1560543,-2.6199999,-0.28,-3.5899999,-6.5100002,-4.1799998
DAYMET_004_tmin_doy2010331_aid0001,tmin,aid0001,2010-11-27,37363,-12.4200001,0.84,"(-12.4200001,0.84)",-4.0986757,1.0930809,1.1948258,-3.48,-1.95,-3.8800001,-6.2199998,-4.5799999
DAYMET_004_tmin_doy2010332_aid0001,tmin,aid0001,2010-11-28,37363,-13.79,-1.11,"(-13.79,-1.11)",-6.3212519,1.6151949,2.6088546,-5.25,-2.0599999,-6.1599998,-10.5699997,-7.3800001
DAYMET_004_tmin_doy2010333_aid0001,tmin,aid0001,2010-11-29,37363,-9.8999996,0.8,"(-9.8999996,0.8)",-5.8241086,1.2476429,1.5566127,-4.9000001,-2.6199999,-6.1100001,-9.3000002,-6.6799998
DAYMET_004_tmin_doy2010334_aid0001,tmin,aid0001,2010-11-30,37363,-10.6599998,0.59,"(-10.6599998,0.59)",-5.2796907,1.3748976,1.8903434,-4.4699998,-2.1500001,-5.4699998,-8.3400002,-6.02
DAYMET_004_tmin_doy2010335_aid0001,tmin,aid0001,2010-12-01,37363,-7.3099999,8.5,"(-7.3099999,8.5)",0.1552585,2.3743591,5.6375813,1.65,6.48,0.24,-6.4200001,-1.58
DAYMET_004_tmin_doy2010336_aid0001,tmin,aid0001,2010-12-02,37363,-5.79,2.5599999,"(-5.79,2.5599999)",-0.1821187,1.0419155,1.085588,0.54,2.45,-0.06,-2.73,-0.77
DAYMET_004_tmin_doy2010337_aid0001,tmin,aid0001,2010-12-03,37363,-9.1599998,1.84,"(-9.1599998,1.84)",-3.0980005,1.1754018,1.3815694,-2.4300001,-0.41,-3.1500001,-5.8000002,-3.78
DAYMET_004_tmin_doy2010338_aid0001,tmin,aid0001,2010-12-04,37363,-8.0600004,0.9,"(-8.0600004,0.9)",-2.1765976,0.9329981,0.8704855,-1.59,0.01,-2.04,-4.2600002,-2.6600001
DAYMET_004_tmin_doy2010339_aid0001,tmin,aid0001,2010-12-05,37363,-11.5699997,-0.9,"(-11.5699997,-0.9)",-4.3382678,1.0527425,1.1082667,-3.6700001,-2.1199999,-4.27,-6.5100002,-4.8099999
DAYMET_004_tmin_doy2010340_aid0001,tmin,aid0001,2010-12-06,37363,-14.3199997,-3.04,"(-14.3199997,-3.04)",-6.1070709,1.4194133,2.0147342,-5.0999999,-3.04,-5.9000001,-9.5699997,-6.8899999
DAYMET_004_tmin_doy2010341_aid0001,tmin,aid0001,2010-12-07,37363,-14.5699997,-2.3099999,"(-14.5699997,-2.3099999)",-5.3416915,1.34375,1.8056641,-4.5799999,-2.9400001,-5.0500002,-7.5,-5.75
DAYMET_004_tmin_doy2010342_aid0001,tmin,aid0001,2010-12-08,37363,-17.1299992,-3.71,"(-17.1299992,-3.71)",-7.1674285,1.5452553,2.387814,-6.1799998,-3.71,-7.1999998,-10.3299999,-7.8400002
DAYMET_004_tmin_doy2010343_aid0001,tmin,aid0001,2010-12-09,37363,-18.1299992,-6.4400001,"(-18.1299992,-6.4400001)",-11.0160589,1.3559389,1.8385703,-10.25,-8.0900002,-11.0200005,-13.8400002,-11.6899996
DAYMET_004_tmin_doy2010344_aid0001,tmin,aid0001,2010-12-10,37363,-21.5699997,-7.4400001,"(-21.5699997,-7.4400001)",-15.117116,1.6788514,2.8185419,-14.0200005,-10.75,-15.1800003,-19.4699993,-16.2000008
DAYMET_004_tmin_doy2010345_aid0001,tmin,aid0001,2010-12-11,37363,-21.7000008,-2.27,"(-21.7000008,-2.27)",-10.8847389,2.7749784,7.7005051,-8.9799995,-3.1900001,-10.6000004,-18.6200008,-12.8400002
DAYMET_004_tmin_doy2010346_aid0001,tmin,aid0001,2010-12-12,37363,-10.2799997,2.48,"(-10.2799997,2.48)",-6.6978192,1.4373848,2.0660752,-5.9499998,-3.51,-6.8400002,-10.0200005,-7.5799999
DAYMET_004_tmin_doy2010347_aid0001,tmin,aid0001,2010-12-13,37363,-4.5100002,9.1199999,"(-4.5100002,9.1199999)",-0.3987676,2.3368526,5.4608798,1.2,6.3000002,-1.08,-4.5100002,-2.2
DAYMET_004_tmin_doy2010348_aid0001,tmin,aid0001,2010-12-14,37363,-12.25,-0.34,"(-12.25,-0.34)",-6.1730752,2.0417838,4.1688811,-4.75,-0.42,-6.0,-11.9399996,-7.6599998
DAYMET_004_tmin_doy2010349_aid0001,tmin,aid0001,2010-12-15,37363,-18.7800007,-6.9299998,"(-18.7800007,-6.9299998)",-10.1908989,1.5970979,2.5507216,-8.9799995,-6.9299998,-9.8000002,-14.2299995,-11.0799999
DAYMET_004_tmin_doy2010350_aid0001,tmin,aid0001,2010-12-16,37363,-19.1499996,-6.4099998,"(-19.1499996,-6.4099998)",-11.4389257,1.6827822,2.8317558,-10.2799997,-7.5599999,-11.4899998,-15.4499998,-12.3500004
DAYMET_004_tmin_doy2010351_aid0001,tmin,aid0001,2010-12-17,37363,-17.1900005,-4.9000001,"(-17.1900005,-4.9000001)",-12.0933123,1.4574142,2.124056,-11.0500002,-8.0200005,-12.0900002,-16.25,-13.1300001
DAYMET_004_tmin_doy2010352_aid0001,tmin,aid0001,2010-12-18,37363,-15.8199997,-3.54,"(-15.8199997,-3.54)",-11.4019451,1.4889134,2.2168632,-10.5299997,-7.77,-11.6599998,-14.9700003,-12.3699999
DAYMET_004_tmin_doy2010353_aid0001,tmin,aid0001,2010-12-19,37363,-13.8599997,-1.4,"(-13.8599997,-1.4)",-9.295063,1.753989,3.0764773,-8.0600004,-4.23,-9.3299999,-13.8599997,-10.6199999
DAYMET_004_tmin_doy2010354_aid0001,tmin,aid0001,2010-12-20,37363,-13.21,-0.02,"(-13.21,-0.02)",-7.5833836,2.3564174,5.552703,-6.0300002,-2.0,-7.5900002,-13.21,-9.5
DAYMET_004_tmin_doy2010355_aid0001,tmin,aid0001,2010-12-21,37363,-14.9700003,-0.61,"(-14.9700003,-0.61)",-5.4850202,1.6170781,2.6149415,-4.3299999,-1.14,-5.0599999,-9.6499996,-6.46
DAYMET_004_tmin_doy2010356_aid0001,tmin,aid0001,2010-12-22,37363,-11.5200005,0.08,"(-11.5200005,0.08)",-2.4972854,1.6670694,2.7791205,-1.23,0.08,-2.4000001,-5.9499998,-3.1199999
DAYMET_004_tmin_doy2010357_aid0001,tmin,aid0001,2010-12-23,37363,-9.5,-0.12,"(-9.5,-0.12)",-2.1593335,1.1105748,1.2333765,-1.4299999,-0.12,-1.87,-4.27,-2.5699999
DAYMET_004_tmin_doy2010358_aid0001,tmin,aid0001,2010-12-24,37363,-10.6099997,0.0,"(-10.6099997,0.0)",-5.6450109,1.4022009,1.9661675,-4.6599998,-2.26,-5.4899998,-9.46,-6.5799999
DAYMET_004_tmin_doy2010359_aid0001,tmin,aid0001,2010-12-25,37363,-15.2299995,-1.45,"(-15.2299995,-1.45)",-9.6925573,1.4162185,2.0056749,-8.8699999,-6.29,-9.6000004,-13.1700001,-10.5900002
DAYMET_004_tmin_doy2010360_aid0001,tmin,aid0001,2010-12-26,37363,-19.7000008,-1.2,"(-19.7000008,-1.2)",-9.1553736,2.0857139,4.3502023,-7.6999998,-3.74,-8.6700001,-14.3400002,-10.3599997
DAYMET_004_tmin_doy2010361_aid0001,tmin,aid0001,2010-12-27,37363,-19.4400005,-4.3400002,"(-19.4400005,-4.3400002)",-8.805768,1.755156,3.0805727,-7.7399998,-5.1500001,-8.4899998,-12.0600004,-9.4700003
DAYMET_004_tmin_doy2010362_aid0001,tmin,aid0001,2010-12-28,37363,-19.9500008,-6.4099998,"(-19.9500008,-6.4099998)",-10.737711,1.5338823,2.3527948,-9.6700001,-7.7399998,-10.4200001,-14.1099997,-11.4499998
DAYMET_004_tmin_doy2010363_aid0001,tmin,aid0001,2010-12-29,37363,-16.2099991,-1.33,"(-16.2099991,-1.33)",-8.4918461,2.0892656,4.3650307,-6.9499998,-3.1800001,-7.8400002,-14.54,-9.9899998
DAYMET_004_tmin_doy2010364_aid0001,tmin,aid0001,2010-12-30,37363,-15.6300001,-1.91,"(-15.6300001,-1.91)",-10.3248911,1.3673044,1.8695214,-9.6499996,-7.5799999,-10.29,-13.1000004,-11.0299997
DAYMET_004_tmin_doy2010365_aid0001,tmin,aid0001,2010-12-31,37363,-14.0699997,-0.86,"(-14.0699997,-0.86)",-8.0920963,1.4466625,2.0928325,-7.27,-4.77,-8.3500004,-11.4399996,-8.9399996
