File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
DAYMET_004_tmax_doy2010001_aid0001,tmax,aid0001,2010-01-01,37363,-8.9499998,3.77,"(-8.9499998,3.77)",-0.0524926,1.3132054,1.7245083,1.01,3.5599999,0.04,-3.24,-0.69
DAYMET_004_tmax_doy2010002_aid0001,tmax,aid0001,2010-01-02,37363,-6.8000002,3.53,"(-6.8000002,3.53)",-1.8879485,0.9318077,0.8682656,-1.4,0.11,-1.71,-3.9200001,-2.4100001
DAYMET_004_tmax_doy2010003_aid0001,tmax,aid0001,2010-01-03,37363,-8.3299999,1.97,"(-8.3299999,1.97)",-1.7919942,1.8734267,3.5097275,-0.74,1.97,-1.54,-5.79,-2.76
DAYMET_004_tmax_doy2010004_aid0001,tmax,aid0001,2010-01-04,37363,-10.5,2.6800001,"(-10.5,2.6800001)",-0.4306343,1.7399095,3.0272852,0.91,2.6800001,-0.01,-4.9400001,-1.4299999
DAYMET_004_tmax_doy2010005_aid0001,tmax,aid0001,2010-01-05,37363,-9.4499998,1.8,"(-9.4499998,1.8)",-0.7376443,1.5652815,2.4501062,0.46,1.8,-0.32,-4.7600002,-1.63
DAYMET_004_tmax_doy2010006_aid0001,tmax,aid0001,2010-01-06,37363,-9.6099997,1.41,"(-9.6099997,1.41)",-1.0052469,1.5767709,2.4862065,0.21,1.41,-0.63,-4.96,-1.86
DAYMET_004_tmax_doy2010007_aid0001,tmax,aid0001,2010-01-07,37363,-7.8800001,4.4400001,"(-7.8800001,4.4400001)",1.6626936,1.8584459,3.4538211,3.22,4.4400001,1.77,-3.0999999,0.69
DAYMET_004_tmax_doy2010008_aid0001,tmax,aid0001,2010-01-08,37363,-10.3900003,0.74,"(-10.3900003,0.74)",-3.8036356,1.4094499,1.9865491,-2.6800001,0.37,-4.0300002,-7.8200002,-4.7399998
DAYMET_004_tmax_doy2010009_aid0001,tmax,aid0001,2010-01-09,37363,-13.75,-1.98,"(-13.75,-1.98)",-5.0526161,1.7118864,2.9305551,-3.6300001,-1.98,-5.0599999,-9.7799997,-6.0900002
DAYMET_004_tmax_doy2010010_aid0001,tmax,aid0001,2010-01-10,37363,-12.1899996,-2.1300001,"(-12.1899996,-2.1300001)",-4.4900913,1.6359571,2.6763557,-3.1700001,-2.1300001,-4.1799998,-8.6400003,-5.3600001
DAYMET_004_tmax_doy2010011_aid0001,tmax,aid0001,2010-01-11,37363,-9.1000004,2.49,"(-9.1000004,2.49)",-0.2161255,1.6808853,2.8253754,1.0599999,2.49,0.03,-4.2600002,-1.0700001
DAYMET_004_tmax_doy2010012_aid0001,tmax,aid0001,2010-01-12,37363,-11.79,1.33,"(-11.79,1.33)",-1.9663821,2.0363085,4.1465524,-0.35,1.33,-1.95,-7.3499999,-3.1500001
DAYMET_004_tmax_doy2010013_aid0001,tmax,aid0001,2010-01-13,37363,-9.7799997,-0.04,"(-9.7799997,-0.04)",-3.6898344,1.7009166,2.8931174,-2.3199999,-0.04,-3.52,-9.0500002,-5.04
DAYMET_004_tmax_doy2010014_aid0001,tmax,aid0001,2010-01-14,37363,-7.1999998,3.3900001,"(-7.1999998,3.3900001)",0.5896186,1.3558238,1.8382581,1.84,3.3900001,0.21,-3.3599999,-0.24
DAYMET_004_tmax_doy2010015_aid0001,tmax,aid0001,2010-01-15,37363,-3.8099999,8.0699997,"(-3.8099999,8.0699997)",5.4971385,1.7739656,3.1469539,7.0300002,8.0699997,5.6399999,0.63,4.4699998
DAYMET_004_tmax_doy2010016_aid0001,tmax,aid0001,2010-01-16,37363,-2.1400001,9.46,"(-2.1400001,9.46)",6.9432311,1.5994623,2.5582796,8.1800003,9.46,7.25,3.0799999,6.1399999
DAYMET_004_tmax_doy2010017_aid0001,tmax,aid0001,2010-01-17,37363,-1.41,6.3600001,"(-1.41,6.3600001)",3.2793605,1.5172409,2.3020199,4.5599999,6.3600001,3.2,-1.41,2.1500001
DAYMET_004_tmax_doy2010018_aid0001,tmax,aid0001,2010-01-18,37363,-4.1700001,5.0799999,"(-4.1700001,5.0799999)",0.5661651,1.2136637,1.4729796,1.3,3.3900001,0.87,-2.2,-0.1
DAYMET_004_tmax_doy2010019_aid0001,tmax,aid0001,2010-01-19,37363,-4.1500001,3.77,"(-4.1500001,3.77)",-0.0424195,1.1730275,1.3759936,0.76,3.4400001,0.06,-3.7,-1.03
DAYMET_004_tmax_doy2010020_aid0001,tmax,aid0001,2010-01-20,37363,-6.0599999,4.0100002,"(-6.0599999,4.0100002)",1.1629314,1.1396006,1.2986896,1.95,3.95,1.11,-1.4,0.61
DAYMET_004_tmax_doy2010021_aid0001,tmax,aid0001,2010-01-21,37363,-7.0,5.6999998,"(-7.0,5.6999998)",2.1930292,1.7322367,3.0006441,3.51,5.6999998,1.92,-2.1600001,1.24
DAYMET_004_tmax_doy2010022_aid0001,tmax,aid0001,2010-01-22,37363,-5.5900002,4.3899999,"(-5.5900002,4.3899999)",2.0528607,1.1104212,1.2330352,2.8499999,4.3899999,2.02,-0.37,1.5599999
DAYMET_004_tmax_doy2010023_aid0001,tmax,aid0001,2010-01-23,37363,-4.4499998,4.0900002,"(-4.4499998,4.0900002)",1.910513,0.9628634,0.927106,2.51,4.04,1.98,-0.03,1.49
DAYMET_004_tmax_doy2010024_aid0001,tmax,aid0001,2010-01-24,37363,-4.5300002,9.4899998,"(-4.5300002,9.4899998)",4.057476,1.7137257,2.9368557,4.5599999,6.7600002,3.8599999,0.89,3.0899999
DAYMET_004_tmax_doy2010025_aid0001,tmax,aid0001,2010-01-25,37363,2.25,14.5299997,"(2.25,14.5299997)",10.5713358,1.9316838,3.7314022,12.4200001,14.5299997,9.9300003,4.3499999,9.1800003
DAYMET_004_tmax_doy2010026_aid0001,tmax,aid0001,2010-01-26,37363,-1.3099999,12.3299999,"(-1.3099999,12.3299999)",7.0411844,1.7276206,2.9846729,8.1400003,11.2600002,7.1199999,2.9400001,6.0599999
DAYMET_004_tmax_doy2010027_aid0001,tmax,aid0001,2010-01-27,37363,-4.3800001,7.0700002,"(-4.3800001,7.0700002)",4.5659156,1.5516819,2.4077166,5.7600002,7.0700002,4.9000001,0.89,3.8099999
DAYMET_004_tmax_doy2010028_aid0001,tmax,aid0001,2010-01-28,37363,-7.8400002,4.29,"(-7.8400002,4.29)",0.792688,1.4659444,2.148993,1.73,4.25,0.76,-2.47,0.05
DAYMET_004_tmax_doy2010029_aid0001,tmax,aid0001,2010-01-29,37363,-19.9899998,-3.9300001,"(-19.9899998,-3.9300001)",-7.9212723,2.0692251,4.2816924,-6.5300002,-3.9300001,-7.8000002,-12.75,-9.0200005
DAYMET_004_tmax_doy2010030_aid0001,tmax,aid0001,2010-01-30,37363,-17.4099998,-3.1099999,"(-17.4099998,-3.1099999)",-7.1585817,1.8621291,3.4675248,-5.8499999,-3.1099999,-6.5500002,-11.0900002,-7.9499998
DAYMET_004_tmax_doy2010031_aid0001,tmax,aid0001,2010-01-31,37363,-13.2700005,0.27,"(-13.2700005,0.27)",-3.6155901,1.653797,2.7350446,-2.3800001,0.27,-3.3499999,-7.3299999,-4.3600001
DAYMET_004_tmax_doy2010032_aid0001,tmax,aid0001,2010-02-01,37363,-13.0699997,2.3900001,"(-13.0699997,2.3900001)",-1.4821192,2.2372651,5.0053552,0.34,2.3900001,-1.27,-7.6599998,-2.8599999
DAYMET_004_tmax_doy2010033_aid0001,tmax,aid0001,2010-02-02,37363,-9.5799999,0.7,"(-9.5799999,0.7)",-1.6280662,1.3130641,1.7241373,-0.58,0.7,-1.47,-5.0,-2.3499999
DAYMET_004_tmax_doy2010034_aid0001,tmax,aid0001,2010-02-03,37363,-8.3100004,1.0700001,"(-8.3100004,1.0700001)",-0.8527306,1.1009953,1.2121907,-0.07,1.0700001,-0.58,-3.1600001,-1.3099999
DAYMET_004_tmax_doy2010035_aid0001,tmax,aid0001,2010-02-04,37363,-11.8100004,1.26,"(-11.8100004,1.26)",-1.9022082,1.8182175,3.3059149,-0.445,1.26,-1.88,-6.5999999,-2.9100001
DAYMET_004_tmax_doy2010036_aid0001,tmax,aid0001,2010-02-05,37363,-10.3100004,2.8099999,"(-10.3100004,2.8099999)",-0.9078205,1.9758657,3.9040454,0.71,2.8099999,-0.81,-6.2600002,-2.0799999
DAYMET_004_tmax_doy2010037_aid0001,tmax,aid0001,2010-02-06,37363,-11.3999996,0.17,"(-11.3999996,0.17)",-4.2306881,1.1350194,1.2882691,-3.5999999,-1.9,-4.0500002,-6.4499998,-4.7399998
DAYMET_004_tmax_doy2010038_aid0001,tmax,aid0001,2010-02-07,37363,-12.3999996,1.42,"(-12.3999996,1.42)",-2.3643665,2.0003648,4.0014593,-0.94,1.42,-2.22,-7.1100001,-3.4100001
DAYMET_004_tmax_doy2010039_aid0001,tmax,aid0001,2010-02-08,37363,-11.3000002,2.0,"(-11.3000002,2.0)",-1.5969523,1.8485621,3.4171819,-0.38,2.0,-1.21,-5.77,-2.54
DAYMET_004_tmax_doy2010040_aid0001,tmax,aid0001,2010-02-09,37363,-6.9699998,7.27,"(-6.9699998,7.27)",3.3749905,1.996714,3.9868668,4.7600002,7.27,3.79,-1.3099999,2.3299999
DAYMET_004_tmax_doy2010041_aid0001,tmax,aid0001,2010-02-10,37363,-4.6100001,3.3699999,"(-4.6100001,3.3699999)",0.4791264,1.0010515,1.0021042,1.0599999,2.6900001,0.62,-1.66,-0.03
DAYMET_004_tmax_doy2010042_aid0001,tmax,aid0001,2010-02-11,37363,-6.3099999,6.23,"(-6.3099999,6.23)",3.0875223,1.6512197,2.7265266,4.2600002,6.23,3.5,-0.81,2.23
DAYMET_004_tmax_doy2010043_aid0001,tmax,aid0001,2010-02-12,37363,-6.8200002,5.0700002,"(-6.8200002,5.0700002)",2.5489476,1.5782713,2.4909402,3.6700001,5.0700002,3.0799999,-1.08,1.77
DAYMET_004_tmax_doy2010044_aid0001,tmax,aid0001,2010-02-13,37363,-6.9000001,4.0500002,"(-6.9000001,4.0500002)",2.0228934,1.4713072,2.1647448,3.1400001,4.0500002,2.3699999,-1.4299999,1.3099999
DAYMET_004_tmax_doy2010045_aid0001,tmax,aid0001,2010-02-14,37363,-7.54,6.1799998,"(-7.54,6.1799998)",2.2643428,1.8966427,3.5972535,3.5999999,6.1799998,2.6700001,-2.29,1.24
DAYMET_004_tmax_doy2010046_aid0001,tmax,aid0001,2010-02-15,37363,-5.6399999,5.5599999,"(-5.6399999,5.5599999)",3.3065801,1.5011256,2.253378,4.4099998,5.5599999,3.6800001,-0.09,2.6099999
DAYMET_004_tmax_doy2010047_aid0001,tmax,aid0001,2010-02-16,37363,-3.71,3.5699999,"(-3.71,3.5699999)",0.7934797,0.8911749,0.7941927,1.41,3.04,0.94,-1.3099999,0.32
DAYMET_004_tmax_doy2010048_aid0001,tmax,aid0001,2010-02-17,37363,-6.3299999,4.4299998,"(-6.3299999,4.4299998)",1.8612429,1.4508157,2.1048661,2.76,4.4299998,2.1099999,-1.36,1.11
DAYMET_004_tmax_doy2010049_aid0001,tmax,aid0001,2010-02-18,37363,-2.6900001,9.3400002,"(-2.6900001,9.3400002)",6.5534744,1.6915996,2.8615092,7.7399998,9.3400002,6.98,2.8699999,5.79
DAYMET_004_tmax_doy2010050_aid0001,tmax,aid0001,2010-02-19,37363,-5.8400002,6.7199998,"(-5.8400002,6.7199998)",3.9475501,1.7553922,3.0814018,5.21,6.7199998,4.3000002,-0.19,3.05
DAYMET_004_tmax_doy2010051_aid0001,tmax,aid0001,2010-02-20,37363,-1.73,10.1199999,"(-1.73,10.1199999)",7.5983558,1.7102803,2.9250587,8.79,10.1199999,7.8000002,3.9400001,6.8499999
DAYMET_004_tmax_doy2010052_aid0001,tmax,aid0001,2010-02-21,37363,-6.5599999,6.6599998,"(-6.5599999,6.6599998)",3.1634843,1.8101239,3.2765486,4.6199999,6.6599998,3.46,-1.63,2.1199999
DAYMET_004_tmax_doy2010053_aid0001,tmax,aid0001,2010-02-22,37363,-2.05,8.6800003,"(-2.05,8.6800003)",6.9070187,1.443854,2.0847143,7.8099999,8.6800003,7.2800002,4.54,6.5
DAYMET_004_tmax_doy2010054_aid0001,tmax,aid0001,2010-02-23,37363,-3.3099999,5.3299999,"(-3.3099999,5.3299999)",3.1647334,1.1208391,1.2562803,3.97,5.3299999,3.3499999,0.65,2.6400001
DAYMET_004_tmax_doy2010055_aid0001,tmax,aid0001,2010-02-24,37363,-2.9400001,7.1199999,"(-2.9400001,7.1199999)",3.46402,1.6703932,2.7902135,4.7800002,7.1199999,3.25,-1.76,2.1099999
DAYMET_004_tmax_doy2010056_aid0001,tmax,aid0001,2010-02-25,37363,-2.27,8.6199999,"(-2.27,8.6199999)",5.2355194,1.7900151,3.2041541,6.8600001,8.6199999,5.0,-0.57,3.8299999
DAYMET_004_tmax_doy2010057_aid0001,tmax,aid0001,2010-02-26,37363,-1.78,7.5799999,"(-1.78,7.5799999)",5.1825199,1.1636446,1.3540686,6.02,7.5799999,5.3499999,2.3,4.5300002
DAYMET_004_tmax_doy2010058_aid0001,tmax,aid0001,2010-02-27,37363,-3.97,7.1300001,"(-3.97,7.1300001)",2.8843212,1.0518371,1.1063613,3.49,5.0900002,2.9400001,0.82,2.4200001
DAYMET_004_tmax_doy2010059_aid0001,tmax,aid0001,2010-02-28,37363,-3.5699999,4.5300002,"(-3.5699999,4.5300002)",2.5976851,0.9039483,0.8171225,3.22,4.5300002,2.74,0.72,2.22
DAYMET_004_tmax_doy2010060_aid0001,tmax,aid0001,2010-03-01,37363,-3.1600001,9.3599997,"(-3.1600001,9.3599997)",6.3829017,1.7397256,3.0266451,7.6799998,9.3599997,6.7199998,2.5799999,5.6399999
DAYMET_004_tmax_doy2010061_aid0001,tmax,aid0001,2010-03-02,37363,0.4,9.75,"(0.4,9.75)",7.9908648,1.0995048,1.2089109,8.7600002,9.75,8.2200003,5.5900002,7.4899998
DAYMET_004_tmax_doy2010062_aid0001,tmax,aid0001,2010-03-03,37363,-2.8,5.21,"(-2.8,5.21)",3.3100197,0.8604681,0.7404054,4.0,5.21,3.23,1.26,2.9000001
DAYMET_004_tmax_doy2010063_aid0001,tmax,aid0001,2010-03-04,37363,-3.28,4.9400001,"(-3.28,4.9400001)",3.2156453,0.9031742,0.8157236,3.8800001,4.9400001,3.3199999,0.93,2.7
DAYMET_004_tmax_doy2010064_aid0001,tmax,aid0001,2010-03-05,37363,-1.35,10.0600004,"(-1.35,10.0600004)",7.0710421,1.5461307,2.39052,8.1300001,10.0600004,7.4099998,3.73,6.3699999
DAYMET_004_tmax_doy2010065_aid0001,tmax,aid0001,2010-03-06,37363,2.1199999,14.9200001,"(2.1199999,14.9200001)",11.8029909,1.7357087,3.0126847,13.1099997,14.9200001,12.1700001,7.8699999,11.0100002
DAYMET_004_tmax_doy2010066_aid0001,tmax,aid0001,2010-03-07,37363,2.3,15.0100002,"(2.3,15.0100002)",12.68612,1.5050234,2.2650953,13.7299995,15.0100002,13.0,9.8400002,12.1700001
DAYMET_004_tmax_doy2010067_aid0001,tmax,aid0001,2010-03-08,37363,1.28,16.6599998,"(1.28,16.6599998)",12.6325264,2.0773482,4.3153757,14.1300001,16.6599998,12.9099998,7.6100001,11.5200005
DAYMET_004_tmax_doy2010068_aid0001,tmax,aid0001,2010-03-09,37363,-3.3599999,12.1199999,"(-3.3599999,12.1199999)",8.7129126,2.1396565,4.5781301,10.4300003,12.1199999,8.8400002,2.9100001,7.4200001
DAYMET_004_tmax_doy2010069_aid0001,tmax,aid0001,2010-03-10,37363,1.84,14.6400003,"(1.84,14.6400003)",10.2798662,1.9321905,3.7333603,11.4799995,14.6400003,9.9899998,5.4400001,9.0600004
DAYMET_004_tmax_doy2010070_aid0001,tmax,aid0001,2010-03-11,37363,1.46,10.1199999,"(1.46,10.1199999)",7.711163,1.2073666,1.4577341,8.4899998,10.1199999,7.9299998,5.4000001,7.25
DAYMET_004_tmax_doy2010071_aid0001,tmax,aid0001,2010-03-12,37363,2.3499999,10.04,"(2.3499999,10.04)",6.7401013,1.0867321,1.1809868,7.5,9.7299995,6.3800001,3.78,6.0100002
DAYMET_004_tmax_doy2010072_aid0001,tmax,aid0001,2010-03-13,37363,0.04,8.4099998,"(0.04,8.4099998)",5.9322309,1.1621301,1.3505464,6.6900001,8.4099998,5.9699998,3.52,5.4200001
DAYMET_004_tmax_doy2010073_aid0001,tmax,aid0001,2010-03-14,37363,0.16,8.4700003,"(0.16,8.4700003)",4.8207135,1.2937198,1.6737108,5.48,7.7600002,4.4699998,1.6900001,3.96
DAYMET_004_tmax_doy2010074_aid0001,tmax,aid0001,2010-03-15,37363,-0.4,11.0100002,"(-0.4,11.0100002)",6.4252572,1.6683766,2.7834804,7.3200002,10.0900002,6.3000002,2.7,5.4699998
DAYMET_004_tmax_doy2010075_aid0001,tmax,aid0001,2010-03-16,37363,5.52,16.3199997,"(5.52,16.3199997)",13.4654274,1.6522042,2.7297786,14.6499996,16.3199997,13.79,10.0,12.79
DAYMET_004_tmax_doy2010076_aid0001,tmax,aid0001,2010-03-17,37363,5.1599998,19.1299992,"(5.1599998,19.1299992)",16.9135113,1.6053772,2.5772359,17.9500008,19.1299992,17.3299999,13.9499998,16.3500004
DAYMET_004_tmax_doy2010077_aid0001,tmax,aid0001,2010-03-18,37363,5.3499999,19.9099998,"(5.3499999,19.9099998)",16.9126434,1.7908697,3.2072143,18.2900009,19.9099998,17.2199993,12.5200005,15.9799995
DAYMET_004_tmax_doy2010078_aid0001,tmax,aid0001,2010-03-19,37363,8.75,21.6299992,"(8.75,21.6299992)",18.4315701,2.0576279,4.2338326,20.2099991,21.6299992,18.5499992,12.5699997,17.1499996
DAYMET_004_tmax_doy2010079_aid0001,tmax,aid0001,2010-03-20,37363,8.0699997,23.2199993,"(8.0699997,23.2199993)",20.4249687,1.956146,3.8265072,21.8700008,23.2199993,20.9899998,15.9200001,19.4899998
DAYMET_004_tmax_doy2010080_aid0001,tmax,aid0001,2010-03-21,37363,5.7199998,17.8799992,"(5.7199998,17.8799992)",12.1044168,1.4205877,2.0180693,12.96,15.54,12.0299997,8.6599998,11.2399998
DAYMET_004_tmax_doy2010081_aid0001,tmax,aid0001,2010-03-22,37363,2.96,10.7200003,"(2.96,10.7200003)",8.2412577,0.9655365,0.9322607,8.9700003,10.7200003,8.29,5.5999999,7.6199999
DAYMET_004_tmax_doy2010082_aid0001,tmax,aid0001,2010-03-23,37363,2.9100001,12.9899998,"(2.9100001,12.9899998)",6.2385058,1.142845,1.3060948,6.9000001,9.0600004,6.1300001,3.3399999,5.46
DAYMET_004_tmax_doy2010083_aid0001,tmax,aid0001,2010-03-24,37363,-1.5700001,12.3699999,"(-1.5700001,12.3699999)",7.4284401,2.5393708,6.4484039,9.6999998,12.3699999,6.77,-0.51,5.52
DAYMET_004_tmax_doy2010084_aid0001,tmax,aid0001,2010-03-25,37363,3.79,19.1299992,"(3.79,19.1299992)",15.1192122,2.0852578,4.3483,16.8899994,19.1299992,14.9300003,9.8400002,14.0699997
DAYMET_004_tmax_doy2010085_aid0001,tmax,aid0001,2010-03-26,37363,-4.75,12.4099998,"(-4.75,12.4099998)",6.0804219,2.1817639,4.7600937,7.3200002,10.9799995,6.3299999,1.22,4.8800001
DAYMET_004_tmax_doy2010086_aid0001,tmax,aid0001,2010-03-27,37363,-3.28,6.6900001,"(-3.28,6.6900001)",3.9322591,1.3666593,1.8677576,4.9400001,6.6900001,3.99,0.26,3.0649999
DAYMET_004_tmax_doy2010087_aid0001,tmax,aid0001,2010-03-28,37363,-0.51,10.0600004,"(-0.51,10.0600004)",7.1297998,1.6374725,2.6813162,8.54,10.0600004,7.1700001,1.4400001,5.6999998
DAYMET_004_tmax_doy2010088_aid0001,tmax,aid0001,2010-03-29,37363,4.3400002,12.5900002,"(4.3400002,12.5900002)",10.3607149,1.4621041,2.1377483,11.6199999,12.5900002,10.7200003,5.5300002,9.1700001
DAYMET_004_tmax_doy2010089_aid0001,tmax,aid0001,2010-03-30,37363,3.3299999,12.6400003,"(3.3299999,12.6400003)",8.9468555,1.2965729,1.6811013,9.6700001,11.8100004,8.7799997,6.0999999,8.2399998
DAYMET_004_tmax_doy2010090_aid0001,tmax,aid0001,2010-03-31,37363,2.02,10.4899998,"(2.02,10.4899998)",8.6290789,0.7142889,0.5102087,9.04,10.0,8.7700005,7.4400001,8.3999996
DAYMET_004_tmax_doy2010091_aid0001,tmax,aid0001,2010-04-01,37363,10.1499996,19.8600006,"(10.1499996,19.8600006)",17.1558418,1.2189845,1.4859232,17.9500008,19.8600006,17.2800007,14.4099998,16.5300007
DAYMET_004_tmax_doy2010092_aid0001,tmax,aid0001,2010-04-02,37363,10.25,24.7700005,"(10.25,24.7700005)",20.3101273,2.6398039,6.9685646,22.4200001,24.7700005,21.0900002,13.0,18.6499996
DAYMET_004_tmax_doy2010093_aid0001,tmax,aid0001,2010-04-03,37363,15.6000004,28.0799999,"(15.6000004,28.0799999)",24.1432304,2.1243315,4.5127842,25.6399994,28.0799999,24.5300007,19.7700005,23.2900009
DAYMET_004_tmax_doy2010094_aid0001,tmax,aid0001,2010-04-04,37363,13.54,26.2399998,"(13.54,26.2399998)",23.7029305,1.392696,1.9396022,24.6499996,26.2399998,23.8899994,20.9300003,23.1599998
DAYMET_004_tmax_doy2010095_aid0001,tmax,aid0001,2010-04-05,37363,11.5600004,24.2600002,"(11.5600004,24.2600002)",21.3223763,1.5761127,2.4841314,22.3799992,24.2600002,21.6200008,17.4300003,20.3999996
DAYMET_004_tmax_doy2010096_aid0001,tmax,aid0001,2010-04-06,37363,10.5799999,21.7800007,"(10.5799999,21.7800007)",17.6125546,1.9664285,3.8668411,19.2049999,21.7800007,17.1599998,11.4899998,16.1100006
DAYMET_004_tmax_doy2010097_aid0001,tmax,aid0001,2010-04-07,37363,17.6399994,32.8400002,"(17.6399994,32.8400002)",28.8495712,2.2889555,5.2393171,30.7700005,32.8400002,29.0200005,23.0499992,27.6800003
DAYMET_004_tmax_doy2010098_aid0001,tmax,aid0001,2010-04-08,37363,9.0,23.1399994,"(9.0,23.1399994)",17.5291958,2.4453349,5.9796628,19.5200005,23.1399994,18.0699997,9.5,15.5100002
DAYMET_004_tmax_doy2010099_aid0001,tmax,aid0001,2010-04-09,37363,5.7199998,14.8900003,"(5.7199998,14.8900003)",10.6079941,1.3594533,1.8481133,10.96,12.6099997,10.29,8.21,9.8599997
DAYMET_004_tmax_doy2010100_aid0001,tmax,aid0001,2010-04-10,37363,1.8200001,15.7299995,"(1.8200001,15.7299995)",13.2252913,1.4520079,2.1083269,14.2200003,15.7299995,13.5600004,10.1700001,12.6000004
DAYMET_004_tmax_doy2010101_aid0001,tmax,aid0001,2010-04-11,37363,4.0500002,22.4699993,"(4.0500002,22.4699993)",17.5854416,2.761497,7.6258658,19.8899994,22.4699993,17.75,9.46,15.71
DAYMET_004_tmax_doy2010102_aid0001,tmax,aid0001,2010-04-12,37363,6.4299998,17.9599991,"(6.4299998,17.9599991)",14.2630892,1.7085253,2.9190587,15.6599998,17.9599991,14.1499996,9.4099998,13.1599998
DAYMET_004_tmax_doy2010103_aid0001,tmax,aid0001,2010-04-13,37363,4.46,16.4899998,"(4.46,16.4899998)",13.905817,1.3355722,1.7837532,14.9200001,16.4899998,14.0900002,10.5,13.1499996
DAYMET_004_tmax_doy2010104_aid0001,tmax,aid0001,2010-04-14,37363,5.6199999,19.7800007,"(5.6199999,19.7800007)",17.3118992,1.5330237,2.3501617,18.3999996,19.7800007,17.5200005,14.3999996,16.7999992
DAYMET_004_tmax_doy2010105_aid0001,tmax,aid0001,2010-04-15,37363,5.3800001,19.4400005,"(5.3800001,19.4400005)",15.8494453,1.7534993,3.0747597,17.1399994,19.4400005,15.9099998,11.2399998,14.7799997
DAYMET_004_tmax_doy2010106_aid0001,tmax,aid0001,2010-04-16,37363,-1.1,8.79,"(-1.1,8.79)",5.7851934,1.4160421,2.0051752,6.8000002,8.79,6.1799998,2.05,4.9000001
DAYMET_004_tmax_doy2010107_aid0001,tmax,aid0001,2010-04-17,37363,0.3,8.0799999,"(0.3,8.0799999)",5.0079265,1.097852,1.205279,6.0100002,8.0799999,4.8400002,1.61,4.25
DAYMET_004_tmax_doy2010108_aid0001,tmax,aid0001,2010-04-18,37363,1.01,11.5900002,"(1.01,11.5900002)",9.3564939,1.2767841,1.6301775,10.2799997,11.5900002,9.6300001,6.5599999,8.79
DAYMET_004_tmax_doy2010109_aid0001,tmax,aid0001,2010-04-19,37363,4.0900002,18.5,"(4.0900002,18.5)",14.3601723,1.6869947,2.845951,15.4499998,18.0,14.8299999,11.1800003,13.7399998
DAYMET_004_tmax_doy2010110_aid0001,tmax,aid0001,2010-04-20,37363,7.3699999,21.1100006,"(7.3699999,21.1100006)",18.7424259,1.6168785,2.6142961,19.8199997,21.1100006,19.1599998,15.6700001,18.1599998
DAYMET_004_tmax_doy2010111_aid0001,tmax,aid0001,2010-04-21,37363,10.4899998,22.2399998,"(10.4899998,22.2399998)",20.4788532,1.1560985,1.3365637,21.2700005,22.2399998,20.6800003,18.0499992,19.9799995
DAYMET_004_tmax_doy2010112_aid0001,tmax,aid0001,2010-04-22,37363,10.5600004,22.7099991,"(10.5600004,22.7099991)",20.352705,1.1840869,1.4020618,21.0599995,22.7099991,20.4300003,18.2199993,19.9200001
DAYMET_004_tmax_doy2010113_aid0001,tmax,aid0001,2010-04-23,37363,4.8699999,18.2900009,"(4.8699999,18.2900009)",15.7954578,1.5274202,2.3330124,16.8199997,18.2900009,16.1900005,12.5699997,15.1199999
DAYMET_004_tmax_doy2010114_aid0001,tmax,aid0001,2010-04-24,37363,7.6799998,21.6599998,"(7.6799998,21.6599998)",18.6472301,1.5358334,2.3587841,19.5400009,21.6599998,18.7299995,15.8699999,18.0699997
DAYMET_004_tmax_doy2010115_aid0001,tmax,aid0001,2010-04-25,37363,10.21,20.8799992,"(10.21,20.8799992)",17.64221,1.6419218,2.6959071,18.9500008,20.8799992,17.8400002,13.1499996,16.6299992
DAYMET_004_tmax_doy2010116_aid0001,tmax,aid0001,2010-04-26,37363,10.1499996,19.6100006,"(10.1499996,19.6100006)",16.2948666,1.4792306,2.1881233,17.3999996,19.6100006,16.3199997,12.2600002,15.3400002
DAYMET_004_tmax_doy2010117_aid0001,tmax,aid0001,2010-04-27,37363,2.51,12.9799995,"(2.51,12.9799995)",10.1038656,1.0163779,1.0330241,10.6700001,12.1800003,10.21,8.1499996,9.6599998
DAYMET_004_tmax_doy2010118_aid0001,tmax,aid0001,2010-04-28,37363,0.3,10.1099997,"(0.3,10.1099997)",7.1143513,1.3082029,1.7113947,8.0200005,10.1099997,7.29,4.0500002,6.4299998
DAYMET_004_tmax_doy2010119_aid0001,tmax,aid0001,2010-04-29,37363,0.88,17.1800003,"(0.88,17.1800003)",12.5681343,2.5999901,6.7599487,14.8800001,17.1800003,12.3400002,4.5300002,10.7299995
DAYMET_004_tmax_doy2010120_aid0001,tmax,aid0001,2010-04-30,37363,8.96,24.5799999,"(8.96,24.5799999)",21.0250702,2.2239943,4.9461504,22.8899994,24.5799999,21.0100002,14.8199997,19.6599998
DAYMET_004_tmax_doy2010121_aid0001,tmax,aid0001,2010-05-01,37363,16.8799992,30.2099991,"(16.8799992,30.2099991)",25.4186192,2.1046894,4.4297173,27.0400009,30.2099991,25.1800003,19.4799995,24.0100002
DAYMET_004_tmax_doy2010122_aid0001,tmax,aid0001,2010-05-02,37363,20.4799995,33.1800003,"(20.4799995,33.1800003)",28.7884579,2.1891029,4.7921715,30.4300003,33.1800003,28.9099998,22.2600002,27.1599998
